No,Sample,exp_start,exp_start_value,exp_end_1,exp_end_value_1,exp_end_2,exp_end_value_2,exp_end_3,exp_end_value_3,exponential_coef_simple,mean_4points_afterK,mean_9points_afterK,exponential_Y0,exponential_r,position_K,K,mean_window_K,decrease_start,decrease_end,decrease_rate_linear,decrease_rate,steady_start,steady_end,steady_rate,mean_steady,mean_steady_sd,rise_start,rise_end,rise_rate,log_start_position,log_end_position,log_theoretical_K,log_b,log_theoretical_r
80,0201F2,30.1,0.0274,480.1,0.99888,510.1,0.9906,540.1,0.97804,0.01152903,0.975288,0.941896,0.263919327,0.003220784,17,0.99888,0.995,510.1,5610.1,-0.000161256,-0.000144368,5640.1,14970.1,-7.43E-06,0.469022949,0.0108836,0,0,0,2,17,0.992431278,4.48938762,-0.024694433
81,0202B1,30.1,0.034333333,1050.1,1.263388889,1080.1,1.265444444,1110.1,1.267388889,0.005099554,1.267322222,1.272744445,0.624863539,0.00083532,86,1.320611111,1.315574074,2460.1,14400.1,-0.000127734,-5.91E-05,0,0,0,0,0,1080.1,2460.1,5.88E-05,2,36,1.22300354,3.934359877,-0.019801918
82,0202B1,30.1,0.040333333,510.1,1.221611111,540.1,1.226166667,570.1,1.222388889,0.010251393,1.2284,1.238233333,0.336853167,0.00293628,87,1.353666667,1.346611111,2610.1,3120.1,-3.71E-05,-1.39E-05,0,0,0,0,0,540.1,2610.1,0.000102829,2,18,1.204883256,4.245479527,-0.022773197
83,0202B1,30.1,0.037333333,690.1,1.243,720.1,1.247888889,750.1,1.2465,0.007662452,1.248255555,1.257483333,0.471848232,0.001701943,88,1.356555556,1.352870371,2610.1,14400.1,-0.000113278,-4.98E-05,0,0,0,0,0,720.1,2610.1,9.88E-05,2,24,0.931279967,1.028163956,-0.011345289
84,0202B1,30.1,0.039333333,750.1,1.2565,780.1,1.260444444,810.1,1.265444444,0.006940992,1.263366666,1.271038889,0.516215696,0.001452069,87,1.355666667,1.350944445,2550.1,14400.1,-0.00012922,-5.71E-05,0,0,0,0,0,780.1,2550.1,8.83E-05,2,26,1.228644361,4.014518445,-0.021510546
85,0202F2,30.1,0.0304,660.1,1.20848,690.1,1.21264,720.1,1.21412,0.008433299,1.2154,1.222572,0.489934298,0.00167372,45,1.39564,1.30156,1410.1,1890.1,-4.71E-05,-1.87E-05,2220.1,14670.1,-2.61E-05,1.206588942,0.047497872,0,0,0,2,23,1.191485717,4.108713014,-0.023989745
86,0202F2,30.1,0.0334,630.1,1.22112,660.1,1.22248,690.1,1.22364,0.008653688,1.226304,1.232156,0.480362232,0.001800237,114,1.3086,1.301373333,3270.1,3840.1,-5.09E-05,-1.97E-05,3870.1,14820.1,-2.31E-05,1.227828871,0.037119538,660.1,1620.1,0.00010698,2,22,0.920507725,0.937336427,-0.01209964
87,0202F2,30.1,0.0304,510.1,1.2096,540.1,1.20904,570.1,1.21168,0.011071489,1.212336,1.216468,0.37551465,0.00269753,112,1.30688,1.295853333,2730.1,3090.1,-4.34E-05,-1.68E-05,3120.1,14970.1,-2.45E-05,1.224754949,0.042460687,540.1,1590.1,0.000128979,2,18,0.841299366,1.019789374,-0.013425345
88,0202F2,30.1,0.0274,780.1,1.2276,810.1,1.22936,840.1,1.23168,0.007314028,1.232208,1.236936,0.566347834,0.001243109,91,1.30588,1.295586667,3240.1,3720.1,-3.07E-05,-1.19E-05,11520.1,14970.1,-1.95E-05,1.174242414,0.011554092,0,0,0,2,27,1.013384191,-0.376960341,-0.006670088
89,0203B1,30.1,0.022333333,630.1,0.831722222,660.1,0.8365,690.1,0.832,0.008698052,0.834122222,0.83125,0.110399629,0.003588636,239,0.953722222,0.950222222,750.1,1110.1,-9.77E-07,-5.90E-07,5940.1,14100.1,-1.51E-05,0.92380464,0.018736467,0,0,0,2,22,0.860666675,5.725255333,-0.016856255
90,0203B1,30.1,0.029333333,540.1,0.809166667,570.1,0.811388889,600.1,0.813111111,0.009383969,0.814377778,0.813616667,0.079220705,0.004671711,243,0.970777778,0.966185185,7080.1,7470.1,-1.35E-05,-7.00E-06,7500.1,14100.1,-6.96E-06,0.954004525,0.007424155,0,0,0,2,19,0.875560156,4.92883416,-0.014863921
91,0203B1,30.1,0.026333333,630.1,0.813722222,660.1,0.8165,690.1,0.815,0.008249291,0.813722222,0.81135,0.121501586,0.003392126,239,0.971722222,0.969555555,7200.1,7650.1,-1.28E-05,-6.61E-06,7680.1,14100.1,-9.16E-06,0.951160982,0.009061994,0,0,0,2,22,0.839464058,5.211217949,-0.015947365
92,0203B1,30.1,0.028333333,660.1,0.8985,690.1,0.896,720.1,0.900888889,0.007915788,0.897466667,0.897816667,0.148064327,0.003090524,230,1.066388889,1.062148148,7050.1,7500.1,-4.81E-05,-2.27E-05,7530.1,14100.1,-8.16E-06,1.043514141,0.008775003,690.1,5970.1,6.53E-05,2,23,0.912881227,5.40682935,-0.016600256
93,0204B1,30.1,0.034333333,690.1,1.208,720.1,1.209888889,750.1,1.2095,0.007783131,1.212655555,1.220883333,0.451158148,0.001730962,109,1.370277778,1.365074074,3360.1,4050.1,-4.55E-05,-1.68E-05,4080.1,14100.1,-1.35E-05,1.318977778,0.020388578,720.1,2910.1,0.000131286,2,24,0.938486498,1.454037888,-0.012276951
94,0204B1,30.1,0.039333333,1410.1,1.290555556,1440.1,1.294,1470.1,1.294555556,0.003649345,1.294755556,1.296838889,0.731635568,0.000505351,108,1.372111111,1.364703704,3330.1,4050.1,-2.10E-05,-7.73E-06,4080.1,14100.1,-1.62E-05,1.312733002,0.024236012,1440.1,2970.1,0.000103909,2,48,1.232007165,4.065522903,-0.02063761
95,0204B1,30.1,0.039333333,750.1,1.2335,780.1,1.237444444,810.1,1.240444444,0.006903974,1.240766666,1.250038889,0.50768437,0.001453837,129,1.390166667,1.380222222,3720.1,4050.1,-4.24E-05,-1.54E-05,4080.1,10650.1,-1.10E-05,1.359596717,0.011750318,780.1,2730.1,0.00013514,2,26,1.212280652,4.352947291,-0.02297574
96,0204B1,30.1,0.044333333,690.1,1.238,720.1,1.241888889,750.1,1.2425,0.007277993,1.244255555,1.252683333,0.474339256,0.001683834,129,1.394166667,1.386555556,3300.1,3660.1,-7.55E-05,-2.73E-05,3690.1,14100.1,-1.65E-05,1.344904215,0.025444264,720.1,3300.1,0.000107241,2,24,0.918449922,1.002693604,-0.011456429
97,0205B1,30.1,0.036333333,570.1,0.985388889,600.1,0.990111111,630.1,0.993722222,0.008817273,0.988144444,0.980783333,0.33094308,0.002333068,16,1.013944444,1.008703703,540.1,1710.1,-0.000130846,-6.92E-05,4470.1,10200.1,-3.29E-06,0.834607928,0.010819028,0,0,0,2,20,1.011299338,4.213983944,-0.02242241
98,0205B1,30.1,0.034333333,390.1,1.000166667,420.1,1.000722222,450.1,1.003944444,0.013512463,1.000577778,0.993277778,0.173885818,0.004990451,13,1.006888889,0.999166667,540.1,1680.1,-0.000124937,-6.68E-05,2850.1,12900.1,4.45E-06,0.915251323,0.019787001,0,0,0,2,14,1.027915604,4.117802871,-0.021446034
99,0205B1,30.1,0.035333333,390.1,0.989166667,420.1,0.983722222,450.1,0.986944444,0.013353089,0.984177778,0.976777778,0.175626685,0.004931397,13,0.990888889,0.986166667,540.1,1650.1,-0.000212118,-0.000117875,4620.1,11490.1,1.89E-05,0.91970314,0.022033554,0,0,0,2,14,1.013558699,4.074051586,-0.02143525
100,0205B1,30.1,0.038333333,390.1,0.994166667,420.1,0.989722222,450.1,0.990944444,0.013046712,0.987577778,0.976277778,0.17930441,0.004886982,14,0.994166667,0.991925926,540.1,1620.1,-0.000153522,-8.39E-05,3030.1,7110.1,2.79E-05,0.895315491,0.018414844,0,0,0,2,14,1.01619595,4.059352662,-0.021513005
101,0206B1,30.1,0.025333333,510.1,1.052611111,540.1,1.056166667,570.1,1.039388889,0.01120165,1.0474,1.035833333,0.062852639,0.00589805,19,1.056166667,1.049388889,660.1,3030.1,-9.62E-05,-5.19E-05,3060.1,14130.1,6.30E-08,0.912132883,0.011790047,0,0,0,2,18,1.172656138,5.982471077,-0.017103192
102,0206B1,30.1,0.030333333,510.1,1.061611111,540.1,1.066166667,570.1,1.046388889,0.010685849,1.055,1.047033333,0.06778776,0.005769407,19,1.066166667,1.058055556,660.1,1920.1,-0.000165138,-8.45E-05,1950.1,14100.1,6.54E-06,0.9646341,0.017488504,0,0,0,2,18,1.174378238,5.929629309,-0.017183411
103,0206B1,30.1,0.028333333,630.1,1.032722222,660.1,1.0305,690.1,1.023,0.008646347,1.024922222,1.01205,0.145827358,0.003514625,19,1.050166667,1.043388889,660.1,1890.1,-0.000184671,-9.68E-05,5670.1,14100.1,-6.16E-07,0.925771671,0.008382431,0,0,0,2,22,1.072653205,6.570697626,-0.019651132
104,0206B1,30.1,0.029333333,540.1,1.054166667,570.1,1.038388889,600.1,1.042111111,0.010132192,1.039977778,1.030316667,0.086702066,0.005024111,19,1.054166667,1.048055556,660.1,1920.1,-0.00019839,-0.00010363,5700.1,14100.1,7.75E-08,0.919680704,0.008409061,0,0,0,2,19,1.121733084,6.236669667,-0.018383998
105,0207B1,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0.021166667,0.020411323,4980.1,5340.1,-3.03E-06,-6.20E-06,5370.1,14400.1,-2.75E-08,0.018032741,0.001424547,0,0,0,0,86,0.009132077,1.458596634,-0.002264997
106,0207B1,30.1,0.037333333,480.1,1.100444444,510.1,1.103611111,540.1,1.102166667,0.010847729,1.099544444,1.097133333,0.320220343,0.003030267,108,1.159111111,1.15337037,570.1,930.1,-6.22E-05,-2.84E-05,1530.1,14100.1,-1.45E-05,1.104571032,0.027390448,0,0,0,2,17,1.1087508,4.488918337,-0.025637719
107,0207B1,30.1,0.035333333,390.1,1.103166667,420.1,1.105722222,450.1,1.108944444,0.013790214,1.105577778,1.104277778,0.229004507,0.004569951,108,1.194111111,1.185037037,3270.1,4050.1,-4.26E-05,-1.82E-05,6090.1,14100.1,-1.10E-05,1.114046227,0.013707897,0,0,0,2,14,1.124135751,4.496958732,-0.02549935
108,0207B1,30.1,0.038333333,390.1,1.105166667,420.1,1.108722222,450.1,1.109944444,0.013470891,1.108377778,1.109777778,0.23212741,0.004538517,108,1.187111111,1.18037037,3300.1,3630.1,-4.82E-05,-2.06E-05,6060.1,14100.1,-8.75E-06,1.130779637,0.011541129,0,0,0,2,14,1.12725834,4.42095137,-0.025175803
109,0208B1,30.1,0.027333333,390.1,0.966166667,420.1,0.962722222,450.1,0.961944444,0.014287608,0.959977778,0.953377778,0.1355512,0.005532514,13,0.976888889,0.9665,540.1,1650.1,-7.68E-05,-4.19E-05,5640.1,14100.1,-6.59E-06,0.946859442,0.011240229,0,0,0,2,14,1.032718642,4.163010045,-0.019353719
110,0208B1,30.1,0.034333333,390.1,0.977166667,420.1,0.969722222,450.1,0.969944444,0.01341923,0.966777778,0.958077778,0.146155073,0.00533115,263,0.988111111,0.982388889,570.1,1680.1,-9.14E-05,-4.99E-05,5670.1,14100.1,-4.34E-06,0.968470252,0.008736026,0,0,0,2,14,1.027250291,3.881760407,-0.01858667
111,0208B1,30.1,0.033333333,390.1,0.965166667,420.1,0.963722222,450.1,0.958944444,0.013488168,0.960377778,0.953277778,0.144889447,0.005354476,291,0.986222222,0.980592592,540.1,1650.1,-7.69E-05,-4.20E-05,5640.1,14100.1,-4.86E-06,0.963544955,0.009943949,0,0,0,2,14,1.024628749,4.016354909,-0.019182213
112,0208B1,30.1,0.034333333,390.1,0.995166667,420.1,0.991722222,450.1,0.987944444,0.013492379,0.989777778,0.981777778,0.149102843,0.005364874,13,1.002888889,0.9945,540.1,1710.1,-0.000106475,-5.69E-05,5670.1,14100.1,-7.50E-06,0.960152121,0.012083756,0,0,0,2,14,1.056626261,4.080266984,-0.019477523
113,0209B1,30.1,0.040333333,960.1,1.231166667,990.1,1.232,1020.1,1.236444444,0.005303129,1.238088889,1.250283333,0.626101025,0.000889788,108,1.361111111,1.357703704,3330.1,3810.1,-3.41E-05,-1.27E-05,8370.1,14100.1,-2.01E-05,1.258007523,0.017762954,990.1,3330.1,8.14E-05,2,33,1.206530387,4.223967792,-0.023234318
114,0209B1,30.1,0.042333333,630.1,1.195722222,660.1,1.2005,690.1,1.202,0.008033241,1.201122222,1.22105,0.453950514,0.001863574,140,1.406444444,1.372592592,3330.1,3810.1,-2.32E-05,-8.58E-06,6090.1,12960.1,-1.79E-05,1.304644444,0.019089931,660.1,3330.1,0.000107111,2,22,0.920493599,1.25291723,-0.013328993
115,0209B1,30.1,0.034333333,630.1,1.190722222,660.1,1.1885,690.1,1.19,0.008526805,1.191722222,1.19885,0.41938824,0.001985088,157,1.3905,1.362685185,3360.1,3930.1,-2.59E-05,-9.61E-06,3960.1,14100.1,-1.83E-05,1.307295805,0.027887208,660.1,3360.1,0.000112628,2,22,1.168660627,4.415012206,-0.023524699
116,0209B1,30.1,0.040333333,1290.1,1.273111111,1320.1,1.272555556,1350.1,1.269777778,0.003952573,1.274966667,1.282161111,0.722563598,0.000542963,144,1.373777778,1.368425926,4410.1,5310.1,-3.69E-05,-1.36E-05,5340.1,14100.1,-1.86E-05,1.298366705,0.024610031,1320.1,3330.1,7.98E-05,2,44,1.208502251,4.042868271,-0.02232541
117,0210B1,30.1,0.056333333,900.1,1.395555556,930.1,1.400388889,960.1,1.389166667,0.005322652,1.393511111,1.391916667,0.687411948,0.001001833,87,1.421666667,1.414611111,780.1,1710.1,-3.48E-05,-1.25E-05,2340.1,14100.1,-1.11E-05,1.363527707,0.020475122,0,0,0,2,31,1.381161696,4.255027499,-0.023534628
118,0210B1,30.1,0.030333333,690.1,1.384,720.1,1.380888889,750.1,1.3725,0.008351206,1.379655555,1.378583333,0.457375975,0.001926991,88,1.432555556,1.425203704,1320.1,1650.1,-5.10E-05,-1.85E-05,2460.1,14100.1,-6.12E-06,1.399648101,0.013092138,0,0,0,2,24,1.355983951,4.930253096,-0.023227643
119,0210B1,30.1,0.061333333,720.1,1.432888889,750.1,1.4225,780.1,1.424444444,0.006588568,1.426422222,1.426683333,0.604108467,0.001478127,86,1.466611111,1.462240741,1140.1,1710.1,-2.10E-05,-7.36E-06,2100.1,14100.1,-7.47E-06,1.429466334,0.016335141,0,0,0,2,25,1.406093797,4.074951534,-0.023266616
120,0210B1,30.1,0.063333333,690.1,1.394,720.1,1.396888889,750.1,1.3865,0.00675776,1.391455555,1.389783333,0.572867987,0.001581824,86,1.432611111,1.426574074,960.1,1350.1,-5.23E-05,-1.89E-05,2430.1,12990.1,-8.30E-06,1.388344927,0.015553356,0,0,0,2,24,1.368922054,4.088982506,-0.023559794
121,0211B1,30.1,0.043333333,510.1,1.173611111,540.1,1.172166667,570.1,1.164388889,0.009915278,1.1728,1.175633333,0.377180707,0.002648452,140,1.288444444,1.282259259,4290.1,4620.1,-8.83E-05,-3.47E-05,6030.1,14100.1,-1.33E-05,1.226910494,0.016818073,540.1,2100.1,0.000127537,2,18,0.829941471,0.995205078,-0.014256551
122,0211B1,30.1,0.047333333,570.1,1.176388889,600.1,1.180111111,630.1,1.181722222,0.008584009,1.180144444,1.180283333,0.431551135,0.002128702,108,1.300111111,1.296037037,4350.1,4680.1,-5.33E-05,-2.08E-05,4710.1,10650.1,-1.32E-05,1.257537968,0.013438342,600.1,2190.1,0.000139403,2,20,0.888783985,1.094505839,-0.01314349
123,0211B1,30.1,0.042333333,570.1,1.153388889,600.1,1.149111111,630.1,1.151722222,0.008829521,1.154744444,1.153683333,0.415055683,0.002163185,143,1.2935,1.288166667,4920.1,5490.1,-6.56E-05,-2.58E-05,5520.1,12990.1,-1.06E-05,1.238817778,0.013560061,600.1,2130.1,0.000163229,2,20,1.147463312,4.30509114,-0.025121137
124,0211B1,30.1,0.043333333,630.1,1.143722222,660.1,1.1455,690.1,1.148,0.007870193,1.144322222,1.14515,0.459544641,0.001772712,145,1.295,1.289685185,3330.1,3750.1,-7.76E-05,-3.06E-05,6090.1,13020.1,-9.99E-06,1.252484674,0.01178432,660.1,2160.1,0.000170348,2,22,0.849943002,0.891442914,-0.012293455
125,0212B1,30.1,0.032333333,1110.1,1.264388889,1140.1,1.266111111,1170.1,1.262277778,0.004897476,1.266277778,1.274722222,0.657391188,0.000724129,119,1.363888889,1.35762963,3420.1,4050.1,-3.05E-05,-1.13E-05,9750.1,14100.1,-1.13E-05,1.292097349,0.009429361,1140.1,2700.1,0.000110711,2,38,1.199319138,4.923048101,-0.026484879
126,0212B1,30.1,0.033333333,1140.1,1.267111111,1170.1,1.262277778,1200.1,1.263555556,0.004728319,1.268311111,1.276638889,0.665483998,0.000695731,145,1.369,1.359018519,4890.1,5550.1,-2.72E-05,-1.01E-05,5580.1,14100.1,-1.58E-05,1.306617349,0.020606006,1170.1,2790.1,0.000105291,2,39,1.202001148,4.818706269,-0.025810281
127,0212B1,30.1,0.037333333,390.1,1.159166667,420.1,1.161722222,450.1,1.164944444,0.013768,1.167577778,1.174177778,0.225776338,0.00473093,159,1.370944444,1.365648148,3300.1,3990.1,-1.81E-05,-6.69E-06,4020.1,14100.1,-1.68E-05,1.319386911,0.025486491,420.1,2700.1,0.000166505,2,14,1.174464983,4.92330074,-0.027161345
128,0212B1,30.1,0.039333333,1110.1,1.248388889,1140.1,1.246111111,1170.1,1.249277778,0.004618677,1.250277778,1.256622222,0.658870641,0.000711209,144,1.343777778,1.340092593,3360.1,3930.1,-1.60E-05,-6.01E-06,3960.1,14100.1,-2.09E-05,1.281645717,0.031566858,1140.1,2940.1,9.99E-05,2,38,1.190463683,4.676566018,-0.025355728
129,0213B1,60.1,0.027888889,390.1,1.019166667,420.1,1.007722222,450.1,1.003944444,0.015731987,0.999777778,0.980377778,0.088509145,0.006737306,13,1.039888889,1.009833333,540.1,4050.1,-0.000148065,-9.66E-05,4080.1,14130.1,3.05E-06,0.707882578,0.008439115,0,0,0,3,14,1.107909684,5.345417061,-0.021566057
130,0213B1,30.1,0.047333333,360.1,1.044888889,390.1,1.027166667,420.1,1.015722222,0.013528331,1.020433333,1.003416667,0.160201286,0.005743607,12,1.047444444,1.043259259,480.1,1920.1,-0.000236157,-0.000132966,3780.1,14130.1,-1.05E-05,0.690147559,0.01655781,0,0,0,2,13,1.102081295,4.301180707,-0.022419256
131,0213B1,30.1,0.034333333,360.1,1.028888889,390.1,1.010166667,420.1,0.994722222,0.014864647,0.999433333,0.976316667,0.124579235,0.006375975,13,1.028888889,1.021833333,510.1,4680.1,-0.000134039,-8.92E-05,4710.1,14130.1,-2.40E-06,0.657523633,0.006520697,0,0,0,2,13,1.090040144,4.719362238,-0.022762556
132,0213B1,30.1,0.038333333,360.1,1.023888889,390.1,1.000166667,420.1,0.991722222,0.014361563,0.995433333,0.973216667,0.133494993,0.006177647,13,1.023888889,1.015833333,510.1,1800.1,-0.000196758,-0.000112853,3600.1,14130.1,-3.66E-06,0.71528054,0.007416927,0,0,0,2,13,1.080281537,4.61119109,-0.022803609
133,0214B1,30.1,0.045333333,510.1,1.255611111,540.1,1.254166667,570.1,1.238388889,0.009982653,1.2546,1.277733333,0.353518078,0.002887947,43,1.388555556,1.383240741,1260.1,4050.1,-9.63E-05,-3.75E-05,8490.1,11670.1,-3.82E-05,1.07842783,0.020203725,0,0,0,2,18,0.825668365,1.074069994,-0.013486688
134,0214B1,30.1,0.044333333,1290.1,1.397111111,1320.1,1.384555556,1350.1,1.384777778,0.003950723,1.386966667,1.379161111,0.761262754,0.000586039,44,1.397111111,1.391740741,1290.1,4050.1,-8.22E-05,-3.13E-05,11850.1,14100.1,-2.35E-05,1.057211988,0.012832205,0,0,0,2,44,1.329577603,3.171904361,-0.016680607
135,0214B1,30.1,0.043333333,1140.1,1.371111111,1170.1,1.374277778,1200.1,1.376555556,0.004489842,1.376111111,1.380438889,0.689537947,0.000745581,44,1.389111111,1.386740741,1350.1,4110.1,-6.20E-05,-2.33E-05,7260.1,11220.1,-3.60E-05,1.190913952,0.02252938,0,0,0,2,39,1.310318219,3.281483522,-0.016490817
136,0214B1,30.1,0.050333333,1380.1,1.376833333,1410.1,1.377555556,1440.1,1.377,0.003536071,1.376422222,1.37345,0.761432347,0.000534549,51,1.383166667,1.375074074,1470.1,4200.1,-4.29E-05,-1.60E-05,0,0,0,0,0,0,0,0,2,47,1.312680367,3.160332328,-0.015775801
137,0215B1,30.1,0.033333333,390.1,1.095166667,420.1,1.095722222,450.1,1.092944444,0.013994558,1.096377778,1.094377778,0.13508706,0.005815438,17,1.101444444,1.097,600.1,3060.1,-7.88E-05,-3.88E-05,3090.1,7080.1,-4.03E-06,0.982983416,0.006084853,0,0,0,2,14,1.184557065,4.071637326,-0.017926215
138,0215B1,30.1,0.044333333,390.1,1.122166667,420.1,1.125722222,450.1,1.123944444,0.012949309,1.127577778,1.124477778,0.145742466,0.005708649,17,1.135444444,1.13,570.1,1770.1,-0.000134919,-6.27E-05,1800.1,14100.1,-3.32E-06,1.067927818,0.011009561,0,0,0,2,14,1.215117761,4.1730585,-0.018638195
139,0215B1,30.1,0.031333333,390.1,1.145166667,420.1,1.141722222,450.1,1.139944444,0.014421432,1.141777778,1.135077778,0.14727251,0.005757038,13,1.155888889,1.1385,570.1,1710.1,-0.000136952,-6.32E-05,1740.1,14100.1,-2.61E-06,1.083464218,0.010858697,0,0,0,2,14,1.205521387,4.641339715,-0.021263332
140,0215B1,30.1,0.039333333,390.1,1.148166667,420.1,1.138722222,450.1,1.137944444,0.013520655,1.141377778,1.134077778,0.157064158,0.0055917,13,1.149888889,1.1395,570.1,1830.1,-0.000146299,-6.84E-05,1860.1,14100.1,-6.47E-06,1.060315109,0.017736284,0,0,0,2,14,1.206127269,4.473179953,-0.020859858
141,0216B1,30.1,0.041333333,1290.1,1.311111111,1320.1,1.311555556,1350.1,1.314777778,0.003958207,1.333166667,1.337961111,0.732641095,0.000557454,144,1.422777778,1.415092593,3300.1,3780.1,-5.45E-05,-1.95E-05,3810.1,7320.1,-1.73E-05,1.395986347,0.011661542,1320.1,3300.1,7.17E-05,2,44,1.242720162,4.312491405,-0.023234997
142,0216B1,30.1,0.041333333,630.1,1.220722222,660.1,1.2205,690.1,1.225,0.008140476,1.223322222,1.22675,0.44386413,0.001932211,109,1.408277778,1.398740741,3330.1,3690.1,-5.23E-05,-1.89E-05,3720.1,12960.1,-1.84E-05,1.35491352,0.025692848,660.1,3330.1,0.000122238,2,22,1.196651467,4.47759531,-0.024618323
143,0216B1,30.1,0.040333333,690.1,1.214,720.1,1.214888889,750.1,1.2125,0.007441897,1.217055555,1.224183333,0.47070978,0.001665662,145,1.403,1.394018519,3300.1,3630.1,-2.28E-05,-8.25E-06,3660.1,7320.1,-1.72E-05,1.371745709,0.012276881,720.1,3300.1,0.000124336,2,24,0.900104163,0.966164973,-0.01196157
144,0216B1,30.1,0.040333333,630.1,1.204722222,660.1,1.2095,690.1,1.212,0.00816764,1.209722222,1.21565,0.434038878,0.001955524,109,1.383277778,1.373740741,3300.1,3660.1,-0.000111803,-4.11E-05,3690.1,14100.1,-1.63E-05,1.322901341,0.025216015,660.1,3300.1,0.000113082,2,22,1.190011372,4.393772011,-0.023667442
145,0401B1,30.1,0.058333333,390.1,1.004166667,420.1,0.996722222,450.1,0.992944444,0.011404262,0.992577778,0.979077778,0.209916614,0.004529634,13,1.010888889,1.003833333,510.1,4050.1,-8.77E-05,-5.37E-05,4080.1,14130.1,-2.02E-05,0.748967758,0.030131421,0,0,0,2,14,1.03884146,3.844603145,-0.021435137
146,0401B1,30.1,0.049333333,390.1,1.000166667,420.1,0.991722222,450.1,0.982944444,0.012059816,0.985377778,0.968277778,0.18328543,0.004865047,13,1.000888889,0.997166667,510.1,2340.1,-0.000143508,-8.43E-05,2370.1,14130.1,-1.13E-05,0.793724272,0.020056137,0,0,0,2,14,1.03622815,4.12343758,-0.021666765
147,0401B1,30.1,0.054333333,390.1,1.042166667,420.1,1.031722222,450.1,1.026944444,0.011837791,1.029177778,1.013177778,0.196509605,0.004791781,14,1.042166667,1.037592593,510.1,1920.1,-0.000216708,-0.000120122,1950.1,11910.1,-1.13E-05,0.823686687,0.0178346,0,0,0,2,14,1.070097414,4.246803876,-0.022752326
148,0401B1,30.1,0.067333333,390.1,1.022166667,420.1,1.017722222,450.1,1.020944444,0.01090046,1.013777778,0.998877778,0.22522022,0.004397669,13,1.023888889,1.0195,510.1,3840.1,-0.000134067,-8.65E-05,3870.1,14130.1,-9.93E-06,0.717678976,0.016101385,0,0,0,2,14,1.047897673,3.943242781,-0.022766592
149,0402B1,30.1,0.078333333,390.1,1.185166667,420.1,1.186722222,450.1,1.190944444,0.010886999,1.188377778,1.187077778,0.310535432,0.003947255,145,1.197,1.194018519,570.1,1110.1,-7.23E-05,-3.08E-05,4230.1,14100.1,-1.56E-05,1.147532716,0.023669795,0,0,0,2,14,1.195431795,3.967132173,-0.025606668
150,0402B1,30.1,0.069333333,480.1,1.167444444,510.1,1.166611111,540.1,1.169166667,0.00905258,1.165344444,1.164733333,0.38293355,0.002756943,108,1.206111111,1.199037037,600.1,1080.1,-5.94E-05,-2.57E-05,1380.1,14100.1,-8.70E-06,1.163063181,0.01838693,0,0,0,2,17,0.850902026,0.969895623,-0.013801177
151,0402B1,60.1,0.035888889,450.1,1.125944444,480.1,1.128444444,510.1,1.123611111,0.012747319,1.125711111,1.128777778,0.213456197,0.004171198,108,1.187111111,1.18337037,3300.1,3660.1,-3.38E-05,-1.44E-05,3690.1,14100.1,-1.37E-05,1.144579502,0.021630474,0,0,0,3,16,1.139685442,5.388574733,-0.025062997
152,0402B1,30.1,0.065333333,630.1,1.122722222,660.1,1.1255,690.1,1.126,0.006838397,1.124722222,1.12255,0.475697597,0.001687325,144,1.163777778,1.159425926,660.1,1110.1,-6.44E-05,-2.88E-05,1140.1,14100.1,-8.80E-06,1.123320888,0.019584164,0,0,0,2,22,1.125780276,3.794186566,-0.023289688
153,0403B1,30.1,0.044333333,390.1,1.001166667,420.1,0.989722222,450.1,0.979944444,0.012492074,0.981777778,0.961977778,0.192740445,0.004780655,13,1.010888889,1.002833333,480.1,2790.1,-0.000251813,-0.000171289,9360.1,11040.1,-3.72E-05,0.781168616,0.011578222,0,0,0,2,14,1.039383433,4.545903087,-0.02444821
154,0403B1,30.1,0.084333333,390.1,1.101166667,420.1,1.087722222,450.1,1.078944444,0.010296628,1.080177778,1.058477778,0.306626812,0.003835756,13,1.129888889,1.1115,450.1,5430.1,-0.000164,-0.000119805,5460.1,8370.1,-1.77E-05,0.581082766,0.011178405,0,0,0,2,14,1.137633051,3.932465519,-0.025701755
155,0403B1,30.1,0.084333333,390.1,1.071166667,420.1,1.056722222,450.1,1.052944444,0.010185934,1.052577778,1.030377778,0.303573022,0.00378704,13,1.101888889,1.0805,450.1,7080.1,-0.000121168,-9.94E-05,7350.1,12270.1,-7.61E-06,0.51590101,0.011644742,0,0,0,2,14,1.105798964,3.871329614,-0.025591738
156,0403B1,30.1,0.084333333,390.1,1.078166667,420.1,1.065722222,450.1,1.054944444,0.010212037,1.056977778,1.034377778,0.299395602,0.003832231,13,1.106888889,1.0835,450.1,8100.1,-0.000103685,-8.76E-05,9270.1,11220.1,-1.17E-05,0.4988367,0.007596476,0,0,0,2,14,1.109051421,3.904262816,-0.025558246
157,0403F2,30.1,0.0414,360.1,1.07488,390.1,1.07084,420.1,1.06848,0.014237579,1.06472,1.046428,0.238060613,0.004737684,13,1.07488,1.073506667,480.1,5610.1,-0.000164205,-0.00011996,5640.1,11970.1,-1.54E-05,0.567508679,0.015226561,0,0,0,2,13,1.092841021,4.069725579,-0.025753306
