No,Sample,exp_start,exp_start_value,exp_end_1,exp_end_value_1,exp_end_2,exp_end_value_2,exp_end_3,exp_end_value_3,exponential_coef_simple,mean_4points_afterK,mean_9points_afterK,exponential_Y0,exponential_r,position_K,K,mean_window_K,decrease_start,decrease_end,decrease_rate_linear,decrease_rate,steady_start,steady_end,steady_rate,mean_steady,mean_steady_sd,rise_start,rise_end,rise_rate,log_start_position,log_end_position,log_theoretical_K,log_b,log_theoretical_r
78,0202G2,30.1,0.027916667,630.1,0.638166667,660.1,0.638972222,690.1,0.624694444,0.007524558,0.631188889,0.628461111,0.176374196,0.002354462,23,0.638972222,0.633944444,720.1,2190.1,-5.68E-05,-4.70E-05,4230.1,8430.1,-3.22E-05,0.509355201,0.020392355,0,0,0,2,22,0.626496106,3.30025204,-0.014544694
79,0202G2,60.1,0.049166667,630.1,0.644166667,660.1,0.642972222,690.1,0.631694444,0.006511722,0.636188889,0.632661111,0.185652233,0.002264488,22,0.644166667,0.643305556,720.1,2190.1,-5.71E-05,-4.68E-05,4230.1,8430.1,-3.15E-05,0.514078605,0.019912865,0,0,0,3,22,0.636346546,3.035166929,-0.013137528
80,0202G2,30.1,0.037916667,600.1,0.644777778,630.1,0.642166667,660.1,0.640972222,0.007171751,0.638544444,0.634747222,0.169074285,0.002553416,21,0.644777778,0.642777778,720.1,2160.1,-3.45E-05,-2.79E-05,4230.1,8430.1,-3.24E-05,0.536532506,0.020482919,0,0,0,2,21,0.641461108,3.057127547,-0.013383769
81,0203G2,30.1,0.018916667,510.1,0.560333333,540.1,0.557777778,570.1,0.553388889,0.010184491,0.554688889,0.544916667,0.106968181,0.003641325,17,0.564472222,0.560009259,630.1,2190.1,-6.72E-05,-6.51E-05,4200.1,8430.1,-1.69E-05,0.450529343,0.012112431,0,0,0,2,18,0.552052108,4.233789337,-0.018469423
82,0203G2,30.1,0.015916667,510.1,0.526333333,540.1,0.521777778,570.1,0.521388889,0.010515347,0.520888889,0.511016667,0.096909556,0.003700319,17,0.527472222,0.524342592,630.1,2220.1,-6.12E-05,-6.36E-05,4200.1,8430.1,-2.01E-05,0.413867371,0.013424977,0,0,0,2,18,0.518560441,4.119821842,-0.017642851
83,0203G2,30.1,0.013916667,510.1,0.534333333,540.1,0.529777778,570.1,0.527388889,0.01096428,0.528088889,0.517016667,0.099786442,0.00367646,17,0.536472222,0.533675926,600.1,2220.1,-5.90E-05,-6.04E-05,4200.1,8430.1,-1.99E-05,0.418494131,0.013269018,0,0,0,2,18,0.526438475,4.085383744,-0.017663523
84,0203G2,30.1,0.012916667,510.1,0.536333333,540.1,0.532777778,570.1,0.530388889,0.011199634,0.530688889,0.520416667,0.098759837,0.003705176,17,0.537472222,0.535342592,630.1,2430.1,-6.05E-05,-6.18E-05,4200.1,8430.1,-1.98E-05,0.414163146,0.013372072,0,0,0,2,18,0.529266224,4.101223985,-0.017597183
85,0204G2,30.1,0.027916667,660.1,0.670972222,690.1,0.659694444,720.1,0.659111111,0.007281039,0.662344444,0.662522222,0.204736003,0.002094373,23,0.670972222,0.666277778,810.1,4380.1,-5.47E-05,-4.41E-05,7050.1,8430.1,-2.39E-05,0.512130615,0.006406974,0,0,0,2,23,0.645486529,3.705226003,-0.017321387
86,0204G2,30.1,0.021916667,630.1,0.677166667,660.1,0.676972222,690.1,0.664694444,0.008249018,0.668588889,0.663661111,0.199161594,0.002271686,21,0.679777778,0.675444445,690.1,4320.1,-6.32E-05,-5.32E-05,4350.1,8430.1,-2.75E-05,0.51397425,0.017021842,0,0,0,2,22,0.658099202,3.977586294,-0.018737799
87,0204G2,60.1,0.050166667,630.1,0.692166667,660.1,0.690972222,690.1,0.677694444,0.006642664,0.683588889,0.677761111,0.218139621,0.002130175,21,0.693777778,0.689777778,720.1,4380.1,-6.44E-05,-5.34E-05,4410.1,8430.1,-2.81E-05,0.524325514,0.017019932,0,0,0,3,22,0.67211873,3.722809355,-0.017466029
88,0204G2,30.1,0.029916667,600.1,0.689777778,630.1,0.685166667,660.1,0.682972222,0.007942299,0.679744444,0.674447222,0.194013459,0.002443952,21,0.689777778,0.686777778,690.1,4350.1,-5.74E-05,-4.70E-05,4380.1,8430.1,-3.06E-05,0.531061683,0.018525628,0,0,0,2,21,0.671886054,3.555496395,-0.016837781
89,0205G2,30.1,0.023916667,450.1,0.554222222,480.1,0.548472222,510.1,0.545333333,0.010796134,0.545238889,0.535191667,0.130615336,0.003640418,15,0.558861111,0.551259259,540.1,900.1,-0.000120136,-0.000115399,4230.1,8430.1,-2.23E-05,0.446234634,0.014784414,0,0,0,2,16,0.542721446,3.927519466,-0.021701986
90,0205G2,60.1,0.034166667,450.1,0.539222222,480.1,0.535472222,510.1,0.532333333,0.010205689,0.532038889,0.523191667,0.126873869,0.003626419,15,0.547861111,0.537592592,1020.1,2160.1,-8.86E-05,-9.10E-05,4230.1,8430.1,-1.51E-05,0.414170804,0.010664891,0,0,0,3,16,0.530989469,4.122974659,-0.021675141
91,0205G2,60.1,0.036166667,450.1,0.555222222,480.1,0.551472222,510.1,0.547333333,0.010103417,0.547638889,0.537791667,0.138820995,0.003486911,15,0.560861111,0.553259259,540.1,1230.1,-5.97E-05,-5.74E-05,4200.1,8430.1,-2.26E-05,0.438163146,0.015013937,0,0,0,3,16,0.542844396,4.14859396,-0.022698185
92,0205G2,60.1,0.038166667,450.1,0.565222222,480.1,0.558472222,510.1,0.556333333,0.009970341,0.556038889,0.545491667,0.144320661,0.003434967,15,0.566861111,0.562592592,540.1,2130.1,-5.96E-05,-5.75E-05,4200.1,8430.1,-1.77E-05,0.426557512,0.011891837,0,0,0,3,16,0.553377566,4.014721502,-0.022158279
93,0206G2,60.1,0.029166667,570.1,0.593388889,600.1,0.589777778,630.1,0.591166667,0.008522717,0.5878,0.583630556,0.127717706,0.003021672,19,0.594777778,0.591833333,720.1,4320.1,-6.23E-05,-6.03E-05,4350.1,8430.1,-2.35E-05,0.44676987,0.01475983,0,0,0,3,20,0.574743217,4.057185319,-0.01668517
94,0206G2,60.1,0.024166667,540.1,0.603777778,570.1,0.603388889,600.1,0.599777778,0.009672765,0.599816667,0.592511111,0.123079356,0.003272098,19,0.603777778,0.6025,690.1,2190.1,-0.000102718,-9.28E-05,4230.1,8430.1,-2.35E-05,0.451596336,0.015307134,0,0,0,3,19,0.58315997,4.03826645,-0.017014461
95,0206G2,60.1,0.031166667,540.1,0.638777778,570.1,0.634388889,600.1,0.632777778,0.00907758,0.632616667,0.625211111,0.132911487,0.003236169,18,0.640333333,0.633527778,690.1,4320.1,-6.54E-05,-6.05E-05,4350.1,8430.1,-2.34E-05,0.475134834,0.014623976,0,0,0,3,19,0.624702991,3.791770569,-0.015918833
96,0206G2,60.1,0.018166667,570.1,0.554388889,600.1,0.547777778,630.1,0.544166667,0.009669672,0.5426,0.535030556,0.112127841,0.003142688,19,0.557777778,0.551833333,660.1,2190.1,-9.00E-05,-8.98E-05,4200.1,8430.1,-1.80E-05,0.41939554,0.012230737,0,0,0,3,20,0.533192959,4.623402701,-0.018629841
97,0207G2,30.1,0.039916667,480.1,0.607472222,510.1,0.609333333,540.1,0.608777778,0.008728345,0.61015,0.607669444,0.165413785,0.003088023,23,0.615972222,0.609611111,630.1,2220.1,-7.59E-05,-6.68E-05,4230.1,8430.1,-2.30E-05,0.480454492,0.014954326,0,0,0,2,17,0.586378395,3.659195458,-0.020998407
98,0207G2,30.1,0.026916667,450.1,0.620222222,480.1,0.624472222,510.1,0.628333333,0.010776699,0.627638889,0.630591667,0.151120152,0.003552412,22,0.639166667,0.637638889,660.1,4350.1,-6.11E-05,-5.52E-05,4380.1,8430.1,-2.55E-05,0.482289624,0.015882857,0,0,0,2,16,0.600131821,4.140143631,-0.023486251
99,0207G2,30.1,0.020916667,510.1,0.624333333,540.1,0.625777778,570.1,0.629388889,0.010207483,0.628488889,0.626116667,0.178418002,0.002840522,22,0.633166667,0.631972222,660.1,4380.1,-6.03E-05,-5.47E-05,4410.1,8430.1,-2.53E-05,0.480688477,0.015620091,0,0,0,2,18,0.602774534,4.071366185,-0.023094794
100,0207G2,30.1,0.018916667,540.1,0.597777778,570.1,0.600388889,600.1,0.604777778,0.009768391,0.602416667,0.599211111,0.17795181,0.002624041,23,0.604972222,0.601277778,660.1,4350.1,-5.63E-05,-5.29E-05,4380.1,7500.1,-2.18E-05,0.472333069,0.011152301,0,0,0,2,19,0.579661563,4.304792621,-0.023773613
101,0208G2,30.1,0.037916667,480.1,0.606472222,510.1,0.592333333,540.1,0.580777778,0.008887861,0.58195,0.558169444,0.146581347,0.003366796,16,0.620222222,0.609851852,510.1,2160.1,-0.000113806,-0.00011713,4680.1,8430.1,-2.15E-05,0.382028439,0.012551077,0,0,0,2,17,0.612463515,3.279991516,-0.016636283
102,0208G2,30.1,0.048916667,480.1,0.602472222,510.1,0.590333333,540.1,0.578777778,0.008049993,0.57975,0.558069444,0.157421655,0.003201842,16,0.617222222,0.607185185,510.1,2160.1,-0.000113667,-0.000116489,4230.1,8430.1,-1.72E-05,0.409489953,0.012095853,0,0,0,2,17,0.612187067,3.032752018,-0.01598467
103,0208G2,30.1,0.051916667,480.1,0.611472222,510.1,0.598333333,540.1,0.586777778,0.007906705,0.58835,0.567269444,0.15695545,0.003233497,16,0.626222222,0.613851852,510.1,2160.1,-0.000129285,-0.000131443,4230.1,8430.1,-1.66E-05,0.407596336,0.011548329,0,0,0,2,17,0.485253427,0.671656172,-0.009181189
104,0208G2,30.1,0.047916667,450.1,0.622222222,480.1,0.606472222,510.1,0.592333333,0.008806739,0.594438889,0.569691667,0.137796319,0.003740341,15,0.630861111,0.616259259,510.1,2190.1,-0.000122215,-0.000126144,4200.1,8430.1,-2.36E-05,0.38389554,0.015583323,0,0,0,2,16,0.632057478,3.128276464,-0.015801406
105,0209G2,30.1,0.046916667,420.1,0.638861111,450.1,0.628222222,480.1,0.616472222,0.00965982,0.617733333,0.595466667,0.126126941,0.004243427,15,0.638861111,0.635259259,510.1,2160.1,-9.82E-05,-9.40E-05,4230.1,8430.1,-2.04E-05,0.434894208,0.013785275,0,0,0,2,15,0.636269823,3.406981543,-0.01762743
106,0209G2,30.1,0.038916667,450.1,0.629222222,480.1,0.617472222,510.1,0.607333333,0.009559785,0.607638889,0.588291667,0.133189684,0.003874885,15,0.639861111,0.634259259,540.1,2160.1,-8.61E-05,-8.16E-05,4200.1,8430.1,-2.01E-05,0.44395892,0.013591536,0,0,0,2,16,0.635933662,3.484299984,-0.017483783
107,0209G2,30.1,0.033916667,450.1,0.635222222,480.1,0.623472222,510.1,0.615333333,0.01006475,0.615238889,0.595691667,0.138176019,0.00381982,15,0.647861111,0.641259259,540.1,2190.1,-9.07E-05,-8.52E-05,4200.1,8430.1,-2.14E-05,0.446719484,0.014293495,0,0,0,2,16,0.640794608,3.460206665,-0.017704525
108,0209G2,30.1,0.040916667,420.1,0.646861111,450.1,0.635222222,480.1,0.625472222,0.01021204,0.624733333,0.601666667,0.129673407,0.0042044,15,0.646861111,0.641592592,510.1,2160.1,-9.83E-05,-9.35E-05,4230.1,8430.1,-2.17E-05,0.443865839,0.014505963,0,0,0,2,15,0.635127159,3.475631408,-0.018436137
109,0210G2,30.1,0.093916667,420.1,0.560861111,450.1,0.561222222,480.1,0.563472222,0.006610745,0.566733333,0.569766667,0.166085208,0.003277778,21,0.590777778,0.575777778,600.1,2460.1,-0.000130483,-0.000136422,4230.1,7410.1,-3.23E-05,0.404851506,0.016425854,0,0,0,2,15,0.587001532,2.335104402,-0.014210678
110,0210G2,30.1,0.116916667,420.1,0.567861111,450.1,0.567222222,480.1,0.571472222,0.005846301,0.572533333,0.583166667,0.176410311,0.003164337,23,0.599972222,0.595611111,630.1,2490.1,-0.000135811,-0.000138937,0,0,0,0,0,0,0,0,2,15,0.593680557,2.251278721,-0.014209754
111,0210G2,30.1,0.109916667,450.1,0.553222222,480.1,0.554472222,510.1,0.554333333,0.005551069,0.556838889,0.563891667,0.186516883,0.002786068,31,0.616916667,0.606083334,870.1,2760.1,-0.00014991,-0.000162296,4230.1,7410.1,-3.41E-05,0.407234683,0.017211204,0,0,0,2,16,0.568799805,2.281701089,-0.014731447
112,0210G2,30.1,0.117916667,450.1,0.576222222,480.1,0.580472222,510.1,0.576333333,0.005449661,0.578038889,0.582491667,0.195594376,0.002766586,31,0.638916667,0.624416667,870.1,4320.1,-8.21E-05,-8.80E-05,4350.1,7410.1,-3.00E-05,0.403092233,0.01457719,0,0,0,2,16,0.59149603,2.254929048,-0.014676029
113,0211G2,30.1,0.042916667,510.1,0.633333333,540.1,0.637777778,570.1,0.640388889,0.008090323,0.642688889,0.644816667,0.185415022,0.002773564,23,0.658972222,0.651944444,720.1,2130.1,-4.83E-05,-3.86E-05,4200.1,8430.1,-3.34E-05,0.541965962,0.021330126,0,0,0,2,18,0.614551754,3.437634341,-0.019584357
114,0211G2,30.1,0.066916667,660.1,0.670972222,690.1,0.658694444,720.1,0.661111111,0.005279072,0.660944444,0.656222222,0.256085997,0.001721086,23,0.670972222,0.665277778,720.1,5040.1,-4.83E-05,-4.04E-05,5070.1,7500.1,-3.60E-05,0.530378388,0.013730893,0,0,0,2,23,0.547475123,-0.112628501,-0.006597597
115,0211G2,30.1,0.070916667,660.1,0.677972222,690.1,0.665694444,720.1,0.665111111,0.005169888,0.666544444,0.662322222,0.262122108,0.001694948,23,0.677972222,0.672277778,720.1,2190.1,-6.33E-05,-4.97E-05,4170.1,7470.1,-3.10E-05,0.545328328,0.015924694,0,0,0,2,23,0.557830504,-0.164740367,-0.006617899
116,0211G2,30.1,0.073916667,630.1,0.666166667,660.1,0.663972222,690.1,0.649694444,0.005286519,0.656188889,0.650861111,0.241458209,0.00188252,22,0.666166667,0.663972222,690.1,2190.1,-5.97E-05,-4.79E-05,4890.1,7500.1,-3.25E-05,0.535675505,0.013401423,0,0,0,2,22,0.642590798,2.700126716,-0.015215379
117,0212G2,30.1,0.041916667,480.1,0.607472222,510.1,0.610333333,540.1,0.611777778,0.008571606,0.61195,0.604969444,0.134156495,0.003542628,21,0.615777778,0.613777778,630.1,2220.1,-7.10E-05,-6.30E-05,4200.1,8430.1,-2.61E-05,0.477754695,0.017017268,0,0,0,2,17,0.590290319,4.386012178,-0.021807332
118,0212G2,30.1,0.045916667,480.1,0.633472222,510.1,0.637333333,540.1,0.638777778,0.008413759,0.63555,0.624769444,0.152033261,0.00337213,19,0.638777778,0.6375,600.1,4320.1,-5.08E-05,-4.63E-05,4350.1,8430.1,-2.97E-05,0.485806367,0.018418965,0,0,0,2,17,0.616939962,4.202668968,-0.021886214
119,0212G2,60.1,0.031166667,510.1,0.600333333,540.1,0.601777778,570.1,0.603388889,0.009483751,0.599488889,0.588516667,0.151668514,0.003076926,20,0.603388889,0.600981482,600.1,4320.1,-4.94E-05,-4.75E-05,4350.1,8430.1,-2.79E-05,0.459631184,0.017453209,0,0,0,3,18,0.581240585,4.79010965,-0.023769898
120,0212G2,30.1,0.025916667,510.1,0.583333333,540.1,0.584777778,570.1,0.584388889,0.009359101,0.582288889,0.572616667,0.132945548,0.003301628,19,0.584777778,0.584166667,600.1,2190.1,-7.83E-05,-7.35E-05,4200.1,8430.1,-2.50E-05,0.447860329,0.016505651,0,0,0,2,18,0.56485024,5.073012426,-0.024498493
121,0213G2,60.1,0.033166667,480.1,0.550472222,510.1,0.544333333,540.1,0.539777778,0.009649676,0.54035,0.527569444,0.127858332,0.003416919,16,0.554222222,0.547518518,570.1,2160.1,-0.000121985,-0.000132727,4200.1,8430.1,-1.70E-05,0.377092723,0.011817177,0,0,0,3,17,0.534383039,4.141592673,-0.02067402
122,0213G2,30.1,0.028916667,480.1,0.564472222,510.1,0.561333333,540.1,0.555777778,0.00952651,0.55595,0.541969444,0.130397307,0.003447804,16,0.570222222,0.562851852,570.1,1260.1,-0.000180122,-0.000178424,4200.1,8430.1,-1.86E-05,0.414599765,0.012635495,0,0,0,2,17,0.551827131,3.795660977,-0.019445278
123,0213G2,30.1,0.030916667,480.1,0.558472222,510.1,0.556333333,540.1,0.549777778,0.009277842,0.55035,0.535969444,0.130942195,0.003413302,16,0.566222222,0.557851852,570.1,2190.1,-0.000126714,-0.000137023,4200.1,8430.1,-1.90E-05,0.373212441,0.012995958,0,0,0,2,17,0.547409774,3.619218475,-0.018656406
124,0213G2,30.1,0.032916667,480.1,0.554472222,510.1,0.551333333,540.1,0.544777778,0.009053833,0.54575,0.531869444,0.130150631,0.003402312,16,0.558222222,0.551518518,570.1,2130.1,-0.000120737,-0.00012974,4230.1,8430.1,-2.00E-05,0.378593512,0.01345809,0,0,0,2,17,0.542476634,3.571825231,-0.018408949
125,0214G2,60.1,0.113166667,450.1,0.706222222,480.1,0.710472222,510.1,0.711333333,0.006773521,0.708238889,0.703291667,0.249547357,0.002686561,18,0.711333333,0.709861111,570.1,4410.1,-6.09E-05,-4.76E-05,7050.1,8430.1,-1.75E-05,0.536747636,0.006399198,0,0,0,3,16,0.705750698,3.015540618,-0.019854646
126,0214G2,30.1,0.073916667,540.1,0.705777778,570.1,0.704388889,600.1,0.702777778,0.006382828,0.702016667,0.693411111,0.285887976,0.002029895,18,0.710333333,0.706861111,540.1,2220.1,-7.89E-05,-5.97E-05,4200.1,8430.1,-2.28E-05,0.551670188,0.0147261,0,0,0,2,19,0.614138046,-0.216216674,-0.007224765
127,0214G2,30.1,0.077916667,450.1,0.702222222,480.1,0.705472222,510.1,0.707333333,0.007552199,0.705238889,0.700591667,0.24538108,0.002754563,18,0.707333333,0.706194444,540.1,4830.1,-6.04E-05,-4.83E-05,4860.1,8430.1,-2.48E-05,0.550920833,0.013526929,0,0,0,2,16,0.708131936,2.750590149,-0.019223919
128,0214G2,30.1,0.069916667,330.1,0.694,360.1,0.697361111,390.1,0.693694444,0.011037424,0.698227778,0.701088889,0.15413597,0.005029863,18,0.706333333,0.704194444,570.1,2190.1,-5.31E-05,-3.90E-05,4200.1,8430.1,-3.11E-05,0.584402582,0.019686435,0,0,0,2,12,0.710724309,3.082309228,-0.020679622
129,0215G2,30.1,0.049916667,480.1,0.645472222,510.1,0.646333333,540.1,0.644777778,0.008206137,0.64375,0.640169444,0.164548879,0.003213628,16,0.652222222,0.641851852,1290.1,2220.1,-5.63E-05,-4.52E-05,4830.1,8430.1,-2.61E-05,0.549506658,0.014702097,0,0,0,2,17,0.63964826,3.083874049,-0.016336215
130,0215G2,30.1,0.053916667,480.1,0.613472222,510.1,0.613333333,540.1,0.610777778,0.007795988,0.61115,0.607169444,0.164543511,0.003107079,16,0.616222222,0.612851852,1320.1,2220.1,-6.08E-05,-5.11E-05,4860.1,8430.1,-2.77E-05,0.514995833,0.015295638,0,0,0,2,17,0.606149552,2.979965652,-0.016413532
131,0215G2,30.1,0.058916667,480.1,0.621472222,510.1,0.621333333,540.1,0.618777778,0.007553205,0.61955,0.616169444,0.163981642,0.003138668,16,0.627222222,0.621185185,1320.1,2250.1,-6.38E-05,-5.31E-05,4860.1,8430.1,-2.82E-05,0.522170833,0.015519241,0,0,0,2,17,0.626012188,2.788849171,-0.01478931
132,0215G2,30.1,0.067916667,450.1,0.626222222,480.1,0.624472222,510.1,0.623333333,0.007630565,0.623838889,0.621091667,0.15231349,0.003477659,16,0.626222222,0.625518518,990.1,4830.1,-4.21E-05,-3.62E-05,4860.1,8430.1,-2.92E-05,0.522204167,0.015980832,0,0,0,2,16,0.634944975,2.654691134,-0.013962959
133,0216G2,30.1,0.078916667,600.1,0.684777778,630.1,0.681166667,660.1,0.677972222,0.005468831,0.674744444,0.669347222,0.236695883,0.002074354,21,0.684777778,0.683444445,660.1,2190.1,-5.60E-05,-4.35E-05,4170.1,8430.1,-3.34E-05,0.552185315,0.021440936,0,0,0,2,21,0.669306722,2.852632888,-0.015733399
134,0216G2,30.1,0.074916667,570.1,0.702388889,600.1,0.697777778,630.1,0.697166667,0.005979466,0.6932,0.684730556,0.236870445,0.002226914,19,0.704777778,0.702166667,630.1,2220.1,-7.99E-05,-6.18E-05,4170.1,7500.1,-2.95E-05,0.560063244,0.015317093,0,0,0,2,20,0.690500553,2.724709636,-0.015373117
135,0216G2,60.1,0.083166667,540.1,0.676777778,570.1,0.678388889,600.1,0.677777778,0.00630126,0.675816667,0.666111111,0.213301023,0.002447283,20,0.678388889,0.677648148,630.1,2220.1,-7.66E-05,-6.12E-05,4170.1,7470.1,-2.79E-05,0.542535536,0.014584068,0,0,0,3,19,0.661132322,3.061948015,-0.016306089
136,0216G2,30.1,0.058916667,570.1,0.696388889,600.1,0.690777778,630.1,0.688166667,0.006598418,0.6856,0.677230556,0.218650251,0.002360479,20,0.696388889,0.694314815,630.1,2220.1,-6.57E-05,-5.11E-05,4200.1,8430.1,-3.08E-05,0.555381455,0.019782662,0,0,0,2,20,0.56603147,-0.102784897,-0.006473728
137,0401J2,30.1,0.019472222,450.1,0.564638889,480.1,0.554388889,510.1,0.555583333,0.011566284,0.554933333,0.54305,0.110368194,0.004063725,15,0.566972222,0.560490741,540.1,2220.1,-5.36E-05,-5.34E-05,2250.1,7200.1,-2.65E-05,0.462711345,0.01963649,0,0,0,2,16,0.561800583,4.226054554,-0.020712856
138,0401J2,30.1,0.024472222,450.1,0.576638889,480.1,0.568388889,510.1,0.565583333,0.010853455,0.566133333,0.55315,0.11510846,0.004016044,15,0.576972222,0.572490741,540.1,2220.1,-5.80E-05,-5.66E-05,2250.1,7230.1,-2.77E-05,0.467570359,0.020561187,0,0,0,2,16,0.572605459,4.222139479,-0.020924389
139,0401J2,30.1,0.020472222,450.1,0.575638889,480.1,0.560388889,510.1,0.564583333,0.011460534,0.563733333,0.54975,0.111078083,0.004088765,16,0.575638889,0.569666667,540.1,2220.1,-5.38E-05,-5.27E-05,2250.1,7230.1,-3.00E-05,0.46627958,0.022322824,0,0,0,2,16,0.568514348,4.389777904,-0.021535223
140,0401J2,90.1,0.050888889,450.1,0.584638889,480.1,0.572388889,510.1,0.569583333,0.009783676,0.571333333,0.55855,0.130120771,0.00370846,16,0.584638889,0.58,540.1,2160.1,-5.16E-05,-4.97E-05,2190.1,7230.1,-2.89E-05,0.476700526,0.021610079,0,0,0,4,16,0.577074411,4.254485232,-0.020712096
141,0402J2,150.1,0.037722222,600.1,0.625333333,630.1,0.624583333,660.1,0.614472222,0.009002531,0.620366667,0.617313889,0.131708066,0.002893439,20,0.626416667,0.622462963,720.1,5070.1,-6.39E-05,-6.00E-05,5490.1,7230.1,-3.35E-05,0.452070621,0.010046439,0,0,0,6,21,0.60485996,5.712109434,-0.020213555
142,0402J2,150.1,0.044722222,600.1,0.624333333,630.1,0.618583333,660.1,0.610472222,0.008451673,0.617766667,0.614413889,0.132463105,0.002879448,21,0.624333333,0.622111111,720.1,5070.1,-6.58E-05,-6.21E-05,5100.1,7230.1,-3.27E-05,0.450489198,0.011426316,0,0,0,6,21,0.605030329,5.669877109,-0.020037428
143,0402J2,30.1,0.010472222,600.1,0.620333333,630.1,0.619583333,660.1,0.608472222,0.010330534,0.616166667,0.612113889,0.10186067,0.003376459,20,0.620416667,0.616796296,720.1,5070.1,-6.40E-05,-6.04E-05,0,0,0,0,0,0,0,0,2,21,0.601421336,5.78345099,-0.02053135
144,0402J2,150.1,0.037722222,600.1,0.607333333,630.1,0.604583333,660.1,0.594472222,0.008908893,0.602166667,0.598213889,0.125033659,0.002935616,20,0.607416667,0.603796296,720.1,5040.1,-6.17E-05,-5.94E-05,5070.1,7230.1,-3.01E-05,0.444697869,0.01092967,0,0,0,6,21,0.589829467,5.796919557,-0.020257786
145,0403J2,30.1,0.036472222,300.1,0.719361111,330.1,0.717277778,360.1,0.714805556,0.015932764,0.713855556,0.711894445,0.104934743,0.007023353,10,0.719916667,0.71037037,510.1,7650.1,-6.41E-05,-5.19E-05,7680.1,8310.1,-1.16E-05,0.483604798,0.003841376,0,0,0,2,11,0.746253454,4.898840041,-0.030310628
146,0403J2,30.1,0.036472222,300.1,0.724361111,330.1,0.722277778,360.1,0.717805556,0.015969774,0.719255556,0.716394445,0.107222978,0.006974459,10,0.727916667,0.714703704,510.1,7680.1,-6.67E-05,-5.52E-05,0,0,0,0,0,0,0,0,2,11,0.748836756,4.853473374,-0.030312087
147,0403J2,30.1,0.028472222,360.1,0.721805556,390.1,0.719861111,420.1,0.720972222,0.014133283,0.720533333,0.720022222,0.150803559,0.004944291,12,0.726277778,0.722814815,510.1,7680.1,-6.84E-05,-5.62E-05,0,0,0,0,0,0,0,0,2,13,0.73214676,5.159463287,-0.031865044
148,0403J2,30.1,0.037472222,300.1,0.716361111,330.1,0.715277778,360.1,0.711805556,0.015765902,0.714255556,0.712994445,0.101281953,0.007108253,10,0.716916667,0.700037037,510.1,7680.1,-6.74E-05,-5.64E-05,0,0,0,0,0,0,0,0,2,11,0.737267736,4.894287923,-0.030169502
149,0404J2,30.1,0.014472222,570.1,0.654416667,600.1,0.657333333,630.1,0.655583333,0.010183058,0.651616667,0.647011111,0.175784503,0.002657552,21,0.657333333,0.655777778,690.1,5700.1,-3.82E-05,-3.28E-05,0,0,0,0,0,0,0,0,2,20,0.625772608,4.372081782,-0.021714442
150,0404J2,60.1,0.029222222,630.1,0.655583333,660.1,0.645472222,690.1,0.646277778,0.007873055,0.64765,0.642888889,0.213896774,0.002073107,22,0.655583333,0.651129629,720.1,5100.1,-3.57E-05,-3.03E-05,5130.1,7260.1,-3.98E-05,0.532197917,0.013278254,0,0,0,3,22,0.626513085,4.280461821,-0.021196996
151,0404J2,30.1,0.011472222,660.1,0.652472222,690.1,0.655277778,720.1,0.650166667,0.009253492,0.650916667,0.646791667,0.209067355,0.002055922,22,0.665583333,0.659129629,720.1,5070.1,-3.62E-05,-3.04E-05,0,0,0,0,0,0,0,0,2,23,0.537039438,-0.11996653,-0.005761602
152,0404J2,30.1,0.012472222,600.1,0.655333333,630.1,0.651583333,660.1,0.642472222,0.010027085,0.647166667,0.643413889,0.182390324,0.002467186,21,0.655333333,0.653777778,690.1,5100.1,-3.04E-05,-2.54E-05,5130.1,7290.1,-3.93E-05,0.543513318,0.013315329,0,0,0,2,21,0.624814612,4.408164224,-0.021512498
153,0405J2,30.1,0.028472222,330.1,0.701277778,360.1,0.689805556,390.1,0.688861111,0.015407863,0.688711111,0.680691667,0.115284431,0.006062465,12,0.701277778,0.697148148,480.1,7650.1,-6.74E-05,-6.21E-05,7680.1,8310.1,3.75E-06,0.411968434,0.004075441,0,0,0,2,12,0.720047252,4.904355719,-0.029226594
154,0405J2,30.1,0.034472222,360.1,0.686805556,390.1,0.685861111,420.1,0.684972222,0.013079986,0.683133333,0.677122222,0.151192264,0.004816978,10,0.702916667,0.683037037,480.1,7650.1,-6.70E-05,-6.14E-05,7680.1,8310.1,-2.57E-06,0.414241162,0.003627369,0,0,0,2,13,0.71237683,4.589155412,-0.02841959
155,0405J2,30.1,0.034472222,330.1,0.711277778,360.1,0.696805556,390.1,0.697861111,0.014556356,0.697711111,0.685791667,0.121420405,0.00592722,12,0.711277778,0.706148148,480.1,7650.1,-6.68E-05,-6.04E-05,7680.1,8310.1,-4.00E-06,0.423786616,0.003730913,0,0,0,2,12,0.733074532,4.489373154,-0.026937984
156,0405J2,30.1,0.033472222,330.1,0.699277778,360.1,0.688805556,390.1,0.692861111,0.014616098,0.693711111,0.689991667,0.113356658,0.00609107,11,0.700361111,0.693185185,480.1,7650.1,-6.55E-05,-5.90E-05,7680.1,8310.1,1.42E-06,0.432059344,0.003173671,0,0,0,2,12,0.718249271,4.807339431,-0.028396083
